Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
NA, 14.2, 26.2, 0
NA, 16.2, 27.3, 0
NA, 18, 27.2, 0
NA, 20.6, 22.6, 0
NA, 18.3, 20, 2.8
NA, 17.7, 24.3, 9.4
NA, 18.5, 21.3, 1
NA, 16, 21.3, 32.3
NA, 13.7, 21.7, 0
NA, 14.3, 23, 0
NA, 12.3, 24.5, 0
NA, 14.3, 24.2, 0
NA, 16.9, 27.3, 0
NA, 14.9, 21.7, 0
NA, 11.4, 22.7, 0
NA, 14.6, 27.8, 0
NA, 14.6, 23.6, 0
NA, 10.1, 22.2, 0
NA, 13.3, 20.8, 0
NA, 10, 23, 0
NA, 12.6, 17.5, 0
NA, 7.3, 19.8, 0
NA, 11.2, 16.6, 0
NA, 7, 18.7, 0
NA, 9, 20.5, 0
NA, 8.5, 19.8, 0
NA, 11, 18.8, 0
NA, 9.3, 20.6, 0
NA, 9.3, 20.8, 0
NA, 11.6, 21.1, 0
NA, 12.9, 21.8, 0
NA, 11.8, 22.5, 0
NA, 14, 19.4, 0.3
NA, 10.9, 19.4, 0
NA, 9.8, 22.1, 0
NA, 11.7, 23.3, 0
NA, 11.2, 22.9, 0
NA, 10.7, 22.8, 0
NA, 12.7, 19.7, 0.5
NA, 9.9, 17.2, 0.3
NA, 7.5, 13.2, 0
NA, 6, 16.3, 0
NA, 9.4, 17.1, 0
NA, 6.9, 16.2, 0
NA, 7.3, 14.7, 0
NA, 8.4, 15.3, 0
NA, 8.1, 17.5, 0.8
NA, 7.4, 16.4, 0
NA, 9.5, 14.4, 6.1
NA, 8.8, 16.1, 24.6
NA, 12, 18.3, 1
NA, 12.6, 15.6, 0
NA, 10.4, 15.1, 0
NA, 11, 14.6, 6.6
NA, 10, 16.8, 2
NA, 11.1, 18.5, 11.4
NA, 11.2, 19, 0.3
NA, 11.5, 20, 0.3
NA, 13.7, 20.2, 1.5
NA, 9.1, 18.3, 0
NA, 10.7, 22.5, 2
NA, 16.8, 18, 0
NA, 9.4, 16.4, 0
NA, 7.3, 15.2, 0
NA, 8.7, 15.9, 1.8
NA, 11.2, 18.2, 10.2
NA, 12, 20.2, 0.3
NA, 14.2, 19.2, 5.6
NA, 11.9, 18.7, 2.3
NA, 9.4, 19.3, 0
NA, 11.7, 15.6, 0
NA, 12.5, 17, 0
NA, 12.3, 16.1, 2.5
NA, 12.7, 17.8, 5.3
NA, 13.3, 17.4, 24.6
NA, 13.4, 17.2, 10.7
NA, 11, 18.3, 20.8
NA, 10.2, 17.5, 6.4
NA, 9, 19.4, 0
NA, 9.8, 16.5, 0
NA, 10.4, 17.5, 6.9
NA, 10.2, 18.8, 1.3
NA, 9.8, 18.7, 0
NA, 10, 19.4, 11.9
NA, 9.5, 14.8, 0
NA, 6.8, 16.5, 0
NA, 8.8, 18.1, 0
NA, 10.1, 18.6, 0
NA, 8.6, 17.6, 0
NA, 7.8, 17.4, 0
NA, 8.4, 16.9, 0
NA, 9.5, 18.8, 2
NA, 10.2, 19.5, 0
NA, 10.4, 18.1, 7.1
NA, 9.5, 16.5, 0
NA, 8.5, 18.6, 0
NA, 7.8, 19.7, 0
NA, 9.8, 23.3, 0
NA, 12, 18.3, 2.8
NA, 7.6, 17.7, 0
NA, 7.3, 18.7, 0
NA, 8.4, 18, 0
NA, 10.5, 19, 0
NA, 12.2, 21.2, 0
NA, 15, 25.4, 0
NA, NA, NA, 1.5
NA, 10.8, 18.3, 0
NA, 7.9, 15.1, 0
NA, 8.3, 11.4, 10.2
NA, 7, 16.6, 49.8
NA, 7.5, 18.7, 0
NA, 8.1, 15.7, 0
NA, 9.5, 18.4, 0
NA, 9.3, 18.2, 0
NA, 11.5, 20, 0.3
NA, 7.2, 14.3, 0.3
NA, 7.4, 18, 0
NA, 7.5, 17.3, 0
NA, 8.3, 16.6, 0
NA, 7, 17.4, 0
NA, 8.7, 17.2, 0
NA, 9.8, 16.4, 0
NA, 10.1, 20.2, 0.3
NA, 9, 20.3, 6.4
NA, 11.8, 18, 5.1
NA, 11.8, 19.7, 11.4
NA, 13.3, 19.9, 0
NA, 9.7, 19.5, 0
NA, 9.1, 17.3, 0
NA, 9.5, 21.8, 0
NA, 12.6, 20.6, 1
NA, 10.9, 20.6, 0
NA, 12.2, 21.7, 0
NA, 8.4, 18.7, 0.5
NA, 12, 21.5, 0
NA, 12, 21.7, 0
NA, 12.2, 20.1, 0
NA, 12.4, 19.3, 0
NA, 13, 24.5, 0
NA, 11.8, 22.3, 0
NA, 14.9, 22, 0
NA, 16.8, 25.9, 10.2
NA, 14.6, 23.3, 0
NA, 11, 15.7, 1.5
NA, 10.4, 15.1, 32.5
NA, 11.3, 17.8, 2.3
NA, 10.5, 19, 2
NA, 11, 27.3, 0
NA, 10.6, 18.6, 0
NA, 11.3, 18.7, 0
NA, 11.9, 19.2, 0
NA, 13.4, 17.4, 0
NA, 14.4, 21.6, 22.1
NA, 15.8, 21.7, 0
NA, 16.7, 27.6, 0.3
NA, 13.5, 25.5, 0
NA, 14.2, 22.2, 0
NA, 12.7, 22.9, 0
NA, 13.8, 32.9, 0
NA, NA, NA, 0
NA, 11.7, 15, 14
NA, 13.2, 14.5, 16.3
NA, 14.1, 25.9, 12.4
NA, 15.6, 20, 3.6
NA, 15.5, 21.4, 0
NA, 12.4, 20.1, 1.8
NA, 16.2, 22.2, 1.3
NA, 17.3, 25, 0
NA, 17, 19.2, 12.4
NA, 14.4, 21, 3.3
NA, 13.8, 15.8, 31.8
NA, 12.7, 17.3, 59.2
NA, 10.5, 20.1, 10.2
NA, 12.2, 25.5, 0
NA, 14.6, 31.6, 0
NA, 19.5, 30.7, 0
NA, 17.8, 28.5, 0
NA, 20, 31.4, 0
NA, 19.2, 28.7, 1.5
NA, 15.9, 21.8, 0.3
NA, 13.6, 19.1, 0.8
NA, 13.7, 19.1, 0
NA, 12.6, 20.5, 0
NA, 15.4, 21.8, 0.5
NA, 14.9, 22, 0
NA, 18.1, 21.1, 0
NA, 16.2, 24.4, 4.8
NA, 15.3, 27.7, 0
NA, 15.6, 22.5, 0
NA, 15.9, 22.4, 0
NA, 17.8, 28.5, 0
NA, 18.5, 26.6, 1
NA, 14.2, 21.4, 12.4
NA, 14.7, 23.7, 27.4
NA, 16, 24.9, 0.8
NA, 15, 22.8, 0
NA, 14.8, 20.6, 6.1
NA, 14.5, 21.6, 3.8
NA, 14.5, 22, 0
NA, 17.7, 30, 0.3
NA, 18.2, 22.1, 3
NA, 16.1, 28.5, 15.5
NA, 15.2, 22.6, 0
NA, 13.6, 21.2, 0
NA, 14.5, 21, 0
NA, 14.3, 25.2, 0
NA, 16, 26.5, 0
NA, 17.4, 33, 0
NA, 19.4, 26.4, 0
NA, 20.2, 36.2, 0
NA, 16.9, 19, 10.7
NA, 17.2, 21, 0
NA, 15.8, 23.5, 0
NA, 16.8, 24.7, 0
NA, 19.7, 24.7, 0
NA, 18.9, 20.4, 0
NA, 15.8, 19.8, 19.3
NA, 18.3, 24.1, 15.2
NA, 16.4, 27, 0.5
NA, 16.4, 24.7, 1.3
NA, 20.1, 25, 0
NA, 19.8, 27.8, 0
NA, 21.5, 29.3, 0
NA, 17.1, 23.7, 0
NA, 19, 23.8, 0
NA, 19.2, 26.7, 0.8
NA, 20, 23.3, 0
NA, 19.1, 22.9, 0
NA, 18.3, 25, 8.1
NA, 19.5, 24.4, 0.3
NA, 19, 25.5, 0.5
NA, 18.8, 26.1, 0.8
NA, 19, 26, 0.3
NA, 20.7, 26.1, 0
NA, 21.1, 26, 0
NA, 20.8, 25.1, 1
NA, 19.1, 24.2, 2.3
NA, 18.3, 23.5, 1.5
NA, 19.6, 25.7, 0
NA, 20.2, 24.6, 0
NA, 20.4, 27.6, 0
NA, 20.8, 28.8, 0
NA, 16.8, 24.5, 0
NA, 19.1, 24.4, 0
NA, 20.1, 32.5, 0
NA, 20, 23.7, 0
NA, 20.1, 26.6, 0
NA, 19.5, 29.8, 7.1
NA, 21.3, 28.2, 0
NA, 21.3, 28.9, 0
NA, 19.9, 22.5, 8.1
NA, 19.7, 24.5, 0
NA, 19.6, 25, 0
NA, 20.8, 23.6, 0
NA, 20.5, 27.2, 0
NA, 21.2, 25.5, 0
NA, 19.8, 25, 0.8
NA, NA, NA, 4.2
NA, 18.2, 23, 5.6
NA, 19.7, 24.6, 0.2
NA, 20, 22.9, 5.8
NA, 21, 23.5, 34
NA, 19.8, 24.6, 30
NA, 19.6, 24.3, 0.4
NA, 18.5, 26.5, 0
NA, 21.6, 25.7, 0
NA, 21.6, 27, 0
NA, 20, 27.8, 0
NA, 18.8, 21.4, 19
NA, 18.5, 23.7, 8
NA, 17, 26, 1.2
NA, 20.1, 29.5, 0
NA, 21, 27, 0
NA, 20.5, 22.1, 8.2
NA, 17.7, 27.1, 62
NA, 19.7, 27.8, 0.2
NA, 20.8, 26.7, 4
NA, 21.4, 26.6, 0
NA, 20.8, 26.4, 0
NA, 20.6, 26.5, 0
NA, 19.8, 27, 0
NA, 20, 27, 0
NA, 20.5, 26.6, 0
NA, 21, 33.7, 0
NA, 19.1, 22.3, 0
NA, 19.3, 24.3, 0
NA, 17.4, 26.4, 0
NA, 18.9, 28.9, 0
NA, 19.4, 25, 0.2
NA, 18.9, 23.8, 0.6
NA, 16.9, 24.8, 0.4
NA, 17.3, 22.7, 1.2
NA, 17.3, 24.8, 7.6
NA, 17.3, 25.8, 0.8
NA, 18.3, 27, 0
NA, 19.2, 23.2, 3.6
NA, 19.4, 22.7, 10
NA, 17.8, 24.6, 2.4
NA, 19.7, 26.6, 0.8
NA, 22, 30.2, 0
NA, 22.2, 26.6, 16.4
NA, 18.4, 22.8, 74
NA, 15.8, 24.4, 3.6
NA, 15.5, 25.7, 0
NA, 17.4, 25.4, 0
NA, 19.7, 24.2, 0
NA, 19, 25.5, 0
NA, 19.2, 26.5, 0
NA, 18.1, 26, 0
NA, 18.1, 26.6, 0
NA, 19.3, 26, 1.2
NA, 19.2, 26.7, 0
NA, 20, 27.6, 0
NA, 19.9, 27.6, 0
NA, 18.4, 27.3, 0
NA, 18.8, 26.3, 0
NA, 19, 27, 0
NA, 21.8, 27.5, 0
NA, 20.8, 27.4, 0
NA, 21.1, 24.3, 4.8
NA, 19.2, 23.7, 60.4
NA, 19.5, 24.7, 82.4
NA, 19.5, 22.2, 2
NA, 16.5, 25.7, 0.2
NA, 16.4, 21.7, 0
NA, 15.2, 22.9, 5.4
NA, 16.1, 23.4, 6.8
NA, 16.9, 24, 9.2
NA, 16.7, 23.1, 22.8
NA, 17.2, 24.5, 0.2
NA, 16, 24.6, 0
NA, 18.6, 23, 3
NA, 17.6, 24.2, 28.4
NA, 17.3, 25.6, 31
NA, 18.3, 24.8, 6
NA, 17, 24.3, 1.4
NA, 17, 25.3, 0.6
NA, 18, 24.6, 3.4
NA, 17.1, 29.4, 0.6
NA, 19.8, 25.1, 0
NA, 16.2, 25.2, 0.4
NA, 19.3, 27, 0
NA, 18.3, 24.2, 2.2
NA, 18.5, 28.6, 0.6
NA, 17.4, 25.9, 0
NA, 15.6, 22, 12.2
NA, 16.9, 23.5, 0
NA, 18.3, 27.9, 0.2
NA, 19.2, 24.7, 2.6
NA, 18.8, 20.5, 1
NA, 18.7, 21, 14.8
NA, 18.3, 24.7, 32.4
NA, 17.3, 24.1, 25.6
NA, 15.6, 23.8, 0
NA, 12.8, 21, 0
NA, 12.8, 22.7, 2.6
NA, 13.7, 23.8, 0
NA, 14.8, 24.2, 0
NA, 15.5, 24.9, 0
NA, 17.2, 23.2, 5.4
NA, 16.8, 21.3, 3.6
NA, 17.3, 21.4, 43.2
NA, 17.2, 21.8, 3.8
NA, 19.4, 21.8, 0.2
NA, 16.6, 23.2, 7.4
NA, 17.1, 22.7, 0
NA, 17.4, 22.5, 0.6
NA, 18.2, 20.9, 0.8
NA, 15.9, 24.2, 1.4
NA, 15.4, 25.2, 0
NA, 14.1, 18.1, 0
NA, 13, 19.3, 0
NA, 12.3, 20.2, 1.6
NA, 13.4, 17.9, 4.6
NA, 14.3, 20.7, 13.4
NA, 14.1, 21.2, 8.8
NA, 12.5, 22.6, 0
NA, 13.8, 23.8, 0
NA, 13.4, 21.7, 0
NA, 13.6, 21.6, 0
NA, 12.9, 21.7, 0
NA, 13.1, 23.3, 0
NA, 14.7, 25.3, 0
NA, 14.4, 23.1, 0
NA, 15, 26.9, 0
NA, 17.3, 24.5, 0
NA, 17.1, 23.8, 0.4
NA, 15.5, 17.3, 0
NA, 13.3, 15.3, 43.6
NA, 12.3, 16.5, 5.4
NA, 11.1, 18.3, 0
NA, 9.9, 20.3, 0
NA, 11.6, 18.9, 0
NA, 10, 19.2, 0
NA, 8.7, 19.1, 0
NA, 8.6, 16.1, 3.4
NA, 8.2, 16.8, 83.8
NA, 12.2, 18.4, 17
NA, 12.1, 16, 27
NA, 10.3, 18.3, 21.2
NA, 9.2, 19, 0
NA, 9.3, 19.3, 0
NA, 11.1, 17.5, 9
NA, 13.1, 20.3, 23.8
NA, 15.3, 19.2, 0.6
NA, 15.1, 18.3, 7.8
NA, 15.2, 20.2, 40
NA, 14.5, 23.2, 4.8
NA, 12.2, 19.5, 0
NA, 10.1, 18.2, 0.6
NA, 8, 15.3, 0
NA, 9.8, 17.1, 0
NA, 11.3, 17.7, 33.4
NA, 11.8, 14.5, 26.8
NA, 9.6, 15.7, 8
NA, 8, 16.1, 0.2
NA, 8.5, 13.7, 0
NA, 8.1, 14, 35.4
NA, 8.2, 15.6, 14.8
NA, 7.4, 17.8, 0
NA, 6.6, 18.3, 0
NA, 8.4, 18.1, 0
NA, 8.8, 16.9, 0
NA, 6, 16.8, 0
NA, 6.3, 16.6, 0
NA, 6.6, 15, 0
NA, 7.4, 15.3, 0
NA, 7.3, 16.2, 0
NA, 5.9, 17.2, 0
NA, 6.9, 21.4, 0
NA, 9.8, 16.4, 0
NA, 11.4, 20.6, 2.6
NA, 9.9, 17.2, 0
NA, 8.5, 15, 0
NA, 9.7, 15.8, 6.6
NA, 9, 17.4, 0.2
NA, 8, 16, 0
NA, 8, 16.4, 0.2
NA, 9, 15.2, 0
NA, 7.1, 15.3, 0
NA, 6.9, 17.4, 0
NA, 6.7, 14.4, 0
NA, 5.7, 14.8, 0
NA, 7.3, 14.3, 4
NA, 6.5, 17.3, 0
NA, 7, 19.2, 0
NA, 8.8, 17.8, 0.2
NA, 11.5, 20, 0
NA, 12.9, 19, 0
NA, 12.6, 19.7, 2.4
NA, 12.7, 18.2, 0.4
NA, 9.4, 19.7, 0
NA, 11.7, 18.8, 0
NA, 10.6, 20.6, 0
NA, 10.2, 19.4, 0
NA, 8.9, 20.8, 0
NA, 7.3, 20.4, 0
NA, 9.9, 20.2, 0
NA, 9.6, 14.4, 0
NA, 6.8, 15.5, 0
NA, 6.3, 16.6, 0
NA, 7.8, 15, 0
NA, 8.8, 21.5, 0.2
NA, 12.1, 15.5, 0
NA, 7.9, 18.5, 0
NA, 9.1, 18.6, 0
NA, 9.8, 16.4, 0
NA, 5.2, 14, 0
NA, 3.6, 14.2, 0
NA, 4.2, 15.2, 0
NA, 5.5, 18.4, 0
NA, 8, 18.3, 0
NA, 8.3, 19.4, 0
NA, 9.6, 17.8, 0
NA, 7.4, 18.8, 0
NA, 8.6, 18.9, 0
NA, 8.6, 18.7, 0
NA, 7.9, 15.7, 0
NA, 7.7, 16.2, 0
NA, 7.7, 19.1, 0
NA, 7.9, 18.5, 0
NA, 11.1, 19.7, 0
NA, 9.5, 20.2, 0.6
NA, 7.8, 19.2, 0
NA, 8, 17.4, 0
NA, 9.3, 15.7, 10
NA, 7.6, 16.4, 11.8
NA, 9.2, 16.3, 7.8
NA, 11.4, 15.7, 18.4
NA, 13.2, 16.4, 87
NA, 11.8, 15.3, 38.2
NA, 11.3, 20.7, 0.6
NA, 11.2, 21.5, 0
NA, 11.4, 18.9, 0
NA, 8.7, 19.4, 0
NA, 8.2, 17, 15.6
NA, 8.3, 18.1, 1.2
NA, 9.3, 21.4, 0
NA, 13, 22.2, 0
NA, 8, 16, 0
NA, 8, 19.8, 0
NA, 9.4, 21.6, 0
NA, 11.7, 19.2, 0.2
NA, 11.2, 18.3, 0
NA, 13.1, 23.6, 0
NA, 11.4, 24.3, 0
NA, 17.6, 24, 0
NA, 16.3, 20.6, 0
NA, 8.9, 17.5, 0
NA, 9.3, 21.1, 0
NA, 10.3, 18.1, 0
NA, 8.2, 17.4, 0
NA, 8.2, 19.2, 0
NA, 13.3, 18.7, 0
NA, 9.8, 21.1, 0
NA, 10.1, 20.6, 0
NA, 9.2, 21.2, 0
NA, 11, 18.4, 1.2
NA, 9.6, 20.2, 9.6
NA, 7.7, 14.1, 0.2
NA, 6.7, 15.3, 4.2
NA, 9, 16.6, 10
NA, 10.5, 19.4, 0.4
NA, 13.4, 18.8, 0.2
NA, 14.7, 24.6, 0
NA, 13.7, 19.5, 0.4
NA, 10.3, 17.7, 0
NA, 13.6, 20.8, 3.2
NA, 13.6, 27.4, 13.6
NA, 12.8, 16.1, 2.8
NA, 11, 18.1, 1.6
NA, 12.1, 21, 0
NA, 12.3, 19.2, 0.8
NA, 11, 22, 0
NA, 11.7, 18.2, 2.8
NA, 9.7, 21.2, 0
NA, 12.8, 18.6, 0
NA, 12.3, 19, 0.2
NA, 11.2, 21.5, 0
NA, 14.4, 25.8, 0
NA, 14.3, 16.3, 3.2
NA, 8.5, 19.6, 21.2
NA, 9.6, 19.8, 0
NA, 11.1, 19, 0.2
NA, 12.6, 19.3, 0
NA, 12.7, 21.9, 0
NA, 13.7, 21.5, 10.2
NA, 12.8, 21.3, 0
NA, 17.2, 25.5, 0
NA, 14.4, 24.2, 0
NA, 15.5, 19.3, 0.6
NA, 16.4, 21.2, 2.4
NA, 16, 23.3, 3
NA, 15.8, 22.9, 4.4
NA, 15.5, 21.8, 0
NA, 17.6, 22.7, 0.2
NA, 11.1, 19.1, 13.4
NA, 10, 16.6, 0.8
NA, 9.9, 19.6, 2
NA, 11.8, 21.1, 0
NA, 14.1, 17.3, 0
NA, 10.9, 19.3, 0.4
NA, 13.2, 22, 0
NA, 17.3, 32, 0
NA, 16.1, 25.4, 0
NA, 18, 28.5, 0
NA, 19.8, 38.4, 0
NA, 17.6, 22.6, 1.2
NA, 14.7, 19.6, 0.4
NA, 12.8, 20, 1
NA, 13.6, 20.8, 0
NA, 15.7, 21.6, 0
NA, 15.2, 23, 16.2
NA, 16.3, 19.7, 1.6
NA, 15.2, 20.4, 14.6
NA, 15.3, 22.7, 17.6
NA, 17.4, 22.7, 0
NA, 14.4, 22.2, 0
NA, 15.8, 21.5, 6
NA, 15, 22.4, 1
NA, 17, 22, 0
NA, 16, 18.2, 10.8
NA, 12, 20.9, 11.8
NA, 10.5, 19.7, 0
NA, 11.9, 20.8, 0
NA, 14.7, 23.4, 0
NA, 16.3, 34.2, 0
NA, 18.3, 23.4, 0
NA, 14.7, 26.2, 0
NA, 14.8, 23.7, 0
NA, 16, 24.6, 0
NA, 18.7, 22.4, 0
NA, 16.1, 20.7, 0
NA, 15.6, 24.6, 0
NA, 18, 26.7, 0
NA, 18.3, 26.4, 0
NA, 18.6, 27.3, 0
NA, 17, 23.2, 0
NA, 17.5, 22.8, 0
NA, 18.3, 24.5, 0
NA, 17.9, 25.6, 0
NA, 19.8, 26.6, 0
NA, 18.8, 26.2, 0
NA, 21.2, 33.5, 0
NA, 16.5, 22.9, 0
NA, 15.5, 21.4, 0
NA, 16.5, 22.2, 0
NA, 15.3, 20.5, 5.6
NA, 15.5, 23.7, 21.6
NA, 16.9, 24.4, 0.2
NA, 19.8, 26.5, 0
NA, 20.1, 25, 0
NA, 20.6, 33.9, 0
NA, 19.1, 27.3, 0
NA, 17.9, 24.7, 0
NA, 19.5, 24.7, 0
NA, 20.4, 26.3, 3.4
NA, 20.8, 39.6, 0
NA, 23, 28.5, 7
NA, 19.6, 25.2, 10
NA, 18.6, 21.2, 3.2
NA, 18, 23, 0
NA, 19.6, 24.6, 0
NA, 20.5, 27, 0
NA, 20.9, 29.5, 0.4
NA, 20.2, 29.1, 0
NA, 18, 28.5, 0
NA, 17.8, 24.5, 0
NA, 18, 22.4, 0
NA, 16.2, 24, 0
NA, 18.7, 24, 0
NA, 17.5, 22, 0.8
NA, 18.4, 23.4, 0
NA, 18.3, 23.8, 0
NA, 18, 23.6, 0
NA, 17, 23.9, 0
NA, 17.7, 30, 0
NA, 20, 26.6, 0
NA, 19, 36.9, 0
NA, 21.1, 27, 0
NA, 22, 34.3, 0
NA, 16.9, 24.1, 5.8
NA, 16, 22.5, 1.8
NA, 14.6, 22.7, 6.4
NA, 15.2, 24.1, 0
NA, 15.7, 24.2, 0
NA, 17, 24.5, 0
NA, 17.3, 25.4, 0
NA, 17.2, 26, 0
NA, 18.7, 25.8, 0
NA, 17.9, 26.3, 0
NA, 20.4, 27.2, 0
NA, 19.3, 26.4, 0
NA, 20, 28.6, 0
NA, 21.2, 32.8, 0
NA, 23.7, 32.3, 0
NA, 21, 26.6, 1.6
NA, 20.9, 27.5, 1.2
NA, 23.4, 29.6, 1
NA, 20.7, 26.7, 2.6
NA, NA, NA, 2.6
NA, 16.5, 25.3, 16.8
NA, 19.8, 24.6, 0.4
NA, 19, 24, 12.4
NA, 17.2, 25.3, 0
NA, 19.5, 25.3, 0
NA, 18.4, 26.7, 0
NA, 19.9, 24, 0.4
NA, 19.2, 23.5, 13
NA, 17.5, 22, 33.8
NA, 17.5, 23.5, 17.2
NA, 18, 23.5, 2.8
NA, 16.9, 26, 3.2
NA, 18.7, 22.7, 0
NA, 15.7, 20.6, 28
NA, 15.9, 23, 47.4
NA, 18.4, 24.2, 1.6
NA, 16.9, 26.1, 0.4
NA, 17.2, 24.5, 0
NA, 19, 23.4, 1.8
NA, 19.2, 24.6, 0
NA, 16.8, 24.6, 0
NA, 19.2, 25.4, 0.2
NA, 18.3, 24.4, 17.4
NA, 19.4, 22, 38.8
NA, 16.8, 23, 198.2
NA, 16.7, 26.4, 9.4
NA, 18.8, 23.5, 23.6
NA, 20, 25.6, 0
NA, 19.8, 30.7, 0
NA, 18.4, 29.2, 4.4
NA, 18.1, 26.3, 0
NA, 20.5, 26.5, 0
NA, 20.9, 30.9, 1.6
NA, 19.4, 25.9, 0.6
NA, 13.6, 24, 0
NA, 16.9, 23.8, 0
NA, 14.3, 24.5, 0
NA, 15.6, 28.1, 0
NA, 18.2, 21.5, 1.4
NA, 18.5, 22.8, 0.1
NA, 16.4, 27.6, 0
NA, 19, 28.5, 0
NA, 19.7, 30, 2.6
NA, 17.1, 23.8, 30.8
NA, 16, 25.2, 0
NA, 11.9, 20.3, 0
NA, 10.8, 22.4, 0
NA, 12, 22.4, 0
NA, 14.4, 26.3, 0
NA, 17.3, 29.5, 0
NA, 20.7, 28.6, 0
NA, 11.9, 20.4, 0
NA, 13.2, 21, 0
NA, 12.4, 22, 0
NA, 15.5, 23.5, 0
NA, 18.5, 21.5, 0
NA, 13.7, 21.1, 0
NA, 15.1, 20.1, 0
NA, 14.8, 20.6, 6.4
NA, 15.4, 18.7, 6.2
NA, 15.6, 22, 27.2
NA, 16, 21.2, 1.4
NA, 16.2, 23.8, 1.4
NA, 13.8, 21.7, 0
NA, 13.9, 23, 0
NA, 16.4, 20.3, 0
NA, 15.9, 18.6, 2
NA, 14.7, 18.6, 22.8
NA, 14.4, 19.2, 1.2
NA, 11.7, 19.3, 5.6
NA, 12.8, 19.3, 1.4
NA, 10.7, 21.6, 0
NA, 12.1, 25.4, 0
NA, 13.2, 23.4, 0
NA, 14.1, 26.4, 0
NA, 15.5, 17.4, 4.8
NA, 14.3, 18.3, 9.2
NA, 11.7, 20.6, 1.2
NA, 10.9, 21.2, 0
NA, 11.1, 20.2, 0
NA, 11.4, 20.3, 0
NA, 12.1, 21, 0
NA, 14.2, 22.5, 0
NA, 11.3, 20.4, 0.8
NA, 10.8, 22.1, 0
NA, 11, 20.6, 0
NA, 10.4, 22.6, 0
NA, 15.2, 22.7, 0
NA, 16.7, 21.4, 0
NA, 10.7, 20.4, 0
NA, 13.7, 21.6, 0
NA, 16.5, 18.5, 0
NA, 12, 23.9, 0
NA, 11.5, 21.3, 0
NA, 13.5, 22.2, 0
NA, 12.1, 26.6, 0
NA, 11.7, 24.7, 0
NA, 11.9, 25, 0
NA, 14.2, 20.8, 0
NA, 11.2, 19.8, 0
NA, 12.6, 19.7, 0
NA, 11.6, 19.5, 0
NA, 8, 17.8, 0
NA, 8.7, 19.4, 0
NA, 8.1, 19.6, 0
NA, 9, 19.2, 0
NA, 10, 18.3, 0
NA, 9.8, 23.1, 0
NA, 11, 24.2, 0
NA, 12.4, 23.4, 0
NA, 9.9, 16.7, 0
NA, 7.3, 17.9, 0
NA, 8.7, 19.2, 0
NA, 9, 19.5, 0
NA, 8.8, 19.8, 0
NA, 9.5, 19.5, 0
NA, 9.7, 20.7, 0
NA, 8.3, 12.8, 0
NA, 6.7, 15.7, 22
NA, 10.9, 14, 6.2
NA, 7.2, 15.1, 0
NA, 9, 13.4, 34.6
NA, 9.8, 14.8, 56.2
NA, 10.2, 16.5, 22.4
NA, 10.4, 16, 0.2
NA, 11.2, 17.4, 43.8
NA, 11.3, 14.1, 106
NA, 10.7, 18.3, 31.6
NA, 11.7, 17.4, 5.4
NA, 11.6, 19.6, 8.2
NA, 10.1, 18.6, 0
NA, 10.4, 13.6, 8
NA, 8.4, 18.4, 11
NA, 7.3, 18.9, 0
NA, 9.6, 17.6, 0
NA, 6.4, 17, 0
NA, 7, 16.7, 0
NA, 8.4, 14.8, 0
NA, 10.8, 15.5, 12.2
NA, 13.4, 15, 18.6
NA, 7.2, 16.6, 14.4
NA, 4.9, 15.9, 0
NA, 6.5, 16, 0
NA, 7.4, 15.7, 0
NA, 5.7, 16.1, 0
NA, 5.4, 16.3, 0
NA, 5.8, 16.8, 0
NA, 7.3, 20.9, 0.6
NA, 9.6, 24.2, 0.4
NA, 14.3, 18.9, 0
NA, 9.1, 18.8, 0
NA, 8, 17.7, 0
NA, 6.8, 16.2, 0
NA, 7.4, 18.1, 0
NA, 9.5, 18.1, 0
NA, 8.9, 19.2, 0
NA, 7.3, 18.4, 0
NA, 7.6, 20.5, 0
NA, 8, 19.2, 0
NA, 7.8, 21.7, 0
NA, 9.9, 23.5, 0
NA, 11, 21.9, 0
NA, 8.5, 18.6, 0
NA, 10.3, 24.7, 0
NA, 11.2, 25.4, 0
NA, 14, 22.8, 0
NA, 15.8, 24.3, 0
NA, 13.8, 15.3, 2.4
NA, 13.4, 16.3, 0.8
NA, 11.7, 20.4, 3.4
NA, 15, 17.9, 1.2
NA, 8.8, 18.1, 0.2
NA, 8.7, 18.3, 0
NA, 9.9, 16.2, 2.4
NA, 9.9, 16, 1.4
NA, 8.4, 18.7, 0
NA, 9.5, 18.7, 0
NA, 10.7, 19.6, 4.4
NA, 10.6, 15.9, 0
NA, 9.4, 16.2, 1.4
NA, 7.8, 16.2, 0
NA, 7.4, 16.7, 0
NA, 8.9, 17.4, 0
NA, 7.9, 16.6, 0
NA, 6.5, 20.6, 0
NA, 9.8, 21, 0
NA, 9.9, 22.9, 0
NA, 10.5, 19.6, 0
NA, 9.4, 19.3, 0
NA, 8.8, 18.9, 0
NA, 10.1, 18.4, 0
NA, 8.4, 16.9, 0
NA, 10.1, 17.5, 2.4
NA, 11.6, 21.1, 2.4
NA, 10.6, 17.1, 0
NA, 8.4, 18.4, 0
NA, 11.3, 21.3, 0
NA, 8.7, 18, 0
NA, 9.7, 17.7, 0
NA, 9.8, 20, 0.8
NA, 13.5, 20.3, 0.2
NA, 9.4, 15.3, 0
NA, 9.3, 13.1, 0
NA, 6.8, 18.8, 17.4
