Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
NA, 14.5, 21.1, 0
NA, 16.5, 20.8, 0
NA, 13.6, 20, 3.8
NA, 15.4, 20.6, 0
NA, 12.2, 21.4, 0
NA, 16.6, 23.9, 0
NA, 12.2, 23.3, 14
NA, 13.9, 23.5, 0
NA, 11.8, 20.5, 0
NA, 11.7, 21.5, 0
NA, 13.8, 22.7, 0
NA, 14.4, 21.1, 0
NA, 14.6, 21.2, 0.2
NA, 13.6, 18.9, 0
NA, 12.2, 19, 5.8
NA, 12.1, 21.5, 0
NA, 16.7, 23, 11
NA, 17.2, 22.4, 15.2
NA, 17, 20.4, 0.4
NA, 15.3, 21.8, 0
NA, 15.3, 23.2, 0
NA, 18.2, 31, 16.6
NA, 19.5, 36, 2.6
NA, 20.1, 23.2, 4.6
NA, 12.8, 21.3, 21.6
NA, 15.7, 29.8, 0
NA, 15.6, 20.2, 1
NA, 16, 21.9, 0
NA, 16.1, 22.2, 0.4
NA, 14.6, 22.6, 0
NA, 16.1, 27.3, 0
NA, 17.8, 21.9, 0
NA, 17.9, 22.4, 0
NA, 16.6, 25.8, 0
NA, 18.9, 29.3, 0
NA, 23.3, 24.9, 0
NA, 17, 22.2, 0.8
NA, 18.3, 29.9, 4.6
NA, 17.2, 20.1, 2
NA, 15.9, 21, 1
NA, 17.1, 22, 3.8
NA, 17.5, 23.6, 4.4
NA, 18.6, 23.5, 0
NA, 18.2, 23.9, 6.4
NA, 17.4, 25.1, 0
NA, 18.6, 31, 0
NA, 19.4, 26.1, 0
NA, 19.7, 27.7, 9
NA, 22.3, 32.1, 0
NA, 18.4, 25.9, 0
NA, 18.4, 22.8, 0
NA, 18.7, 24.1, 0
NA, 18.9, 26.7, 0
NA, 19.8, 25.1, 0
NA, 19.4, 22.1, 0
NA, 19.6, 26.7, 3.2
NA, 19.7, 29.6, 0.4
NA, 19.1, 26.2, 0
NA, 18, 25, 0
NA, 18.2, 28.2, 0
NA, 13.9, 22, 0
NA, 14.4, 26.1, 0
NA, 17.2, 30.4, 0
NA, 17.7, 25.7, 0
NA, 18.3, 27.1, 0
NA, 19.8, 28.3, 0
NA, 20.9, 31.7, 0.2
NA, 22.7, 37.1, 0
NA, 19.2, 29.7, 0
NA, 18.4, 36, 0
NA, 22.5, 37.3, 0
NA, 23.3, 36.4, 0
NA, 26.2, 34, 0
NA, 18.7, 27.9, 0
NA, 19, 25.1, 8
NA, 21.1, 26.6, 1
NA, 20.1, 27.1, 0
NA, 22.3, 27.9, 0
NA, 21.7, 25.6, 0
NA, 14.7, 20.2, 4.6
NA, 15.2, 25.9, 10.4
NA, 19.7, 29.7, 0.2
NA, 20.3, 27, 23.2
NA, 21.5, 27.2, 0
NA, 21.7, 26.5, 1
NA, 20.2, 29.7, 0
NA, 17, 23.5, 3.6
NA, 17, 23.9, 0
NA, 16.3, 25, 0
NA, 18.4, 26.2, 0
NA, 18.8, 26.4, 0
NA, 18.1, 26.4, 0
NA, 20.8, 26.6, 0
NA, 18.5, 26, 0
NA, 20.2, 27.2, 0
NA, 21.8, 27.2, 0
NA, 18.9, 27.5, 0
NA, 22.3, 27.6, 1.2
NA, 21.5, 25.6, 2
NA, 20.3, 26.1, 0
NA, 21.8, 26.7, 0
NA, 20.8, 28.1, 0
NA, 21.9, 28.7, 0
NA, 21.6, 29.3, 0
NA, 22.2, 28.7, 0
NA, 21.3, 28.2, 1.4
NA, 21.7, 29.1, 0
NA, 19.2, 24.6, 3.8
NA, 20.5, 27.7, 37.4
NA, 22.5, 26.9, 0
NA, 21.7, 26, 0
NA, 20, 30.8, 14.4
NA, 19.7, 25.9, 0
NA, 19.3, 24.6, 18.4
NA, 19.1, 22.6, 0.2
NA, 16.3, 20.5, 4.2
NA, 15.5, 22.4, 4.4
NA, 15.6, 25.3, 0
NA, 18.6, 26.6, 0
NA, 18.2, 26.5, 0
NA, 21.5, 26.5, 0
NA, 20.3, 26.2, 0
NA, 18.2, 26.7, 0
NA, 16.9, 21.3, 11.8
NA, 16.5, 23.8, 4.8
NA, 17.5, 23.9, 0
NA, 17.4, 25.4, 0
NA, 18.7, 25.9, 0
NA, 18.8, 26.3, 0
NA, 19, 25.9, 0
NA, 18.6, 23.8, 59.2
NA, 17.8, 24.6, 0.4
NA, 19.3, 23.5, 8.4
NA, 17, 29.1, 10.2
NA, 19.2, 25.7, 0
NA, 13.7, 18.7, 9.8
NA, 11.5, 22.2, 0.2
NA, 13.5, 24.2, 0
NA, 14.7, 23.9, 0
NA, 17.4, 25.4, 0
NA, 17.5, 19.4, 0
NA, 15.1, 21, 0.2
NA, 14.6, 19.1, 2
NA, 15.6, 21.6, 1
NA, 14.3, 23, 0
NA, 14.6, 21.9, 0.4
NA, 16.3, 23.5, 5.2
NA, 17.1, 22.9, 2.8
NA, 17.7, 22.5, 0
NA, 15.6, 22.8, 6.4
NA, 14.9, 22.2, 0.6
NA, 17.1, 23.8, 47.4
NA, 17.6, 23.6, 15.8
NA, 17.5, 24.4, 16.8
NA, 16.5, 24.5, 5.8
NA, 16.6, 25.2, 0
NA, 17.5, 24.2, 12
NA, 16.3, 22.8, 3.4
NA, 15.6, 23.8, 0.2
NA, 16, 24.3, 0
NA, 18.2, 24.8, 0
NA, 17.8, 24.1, 3.2
NA, 14.7, 22.6, 6.8
NA, 13.7, 21.9, 0
NA, 14.6, 24.3, 0
NA, 15.9, 19.5, 0
NA, 9.9, 19, 0.4
NA, 10.1, 20.7, 10
NA, 12.6, 19.5, 60.8
NA, 15.3, 20.7, 36.4
NA, 14.3, 22.2, 0.2
NA, 14.6, 24.2, 1.4
NA, 16.9, 22.1, 0
NA, 13.6, 21.7, 0
NA, 13, 21.8, 0
NA, 14.9, 22.9, 0
NA, 13, 24.1, 0
NA, 16, 22.4, 4.8
NA, 14, 23.2, 0
NA, 14.1, 23.3, 0.2
NA, 14.7, 23.7, 0
NA, 14.7, 27.3, 0
NA, 15.3, 29.1, 0
NA, 18.3, 27.1, 0
NA, 16.9, 22.4, 0.4
NA, 16.9, 29, 0.2
NA, 15.3, 27.6, 5.8
NA, 16.4, 19.1, 2.4
NA, 13.6, 21.3, 1.2
NA, 14, 21.5, 3.8
NA, 14.1, 21, 3.4
NA, 11.4, 22.6, 0
NA, 11.4, 19.9, 0
NA, 13.4, 18.9, 4.2
NA, 9.4, 20.3, 0
NA, 12.1, 17.3, 0
NA, 10.5, 18.2, 12
NA, 9.3, 19.3, 0.2
NA, 10.1, 21.8, 0
NA, 10.5, 20.5, 0
NA, 8.7, 19.8, 0
NA, 8.7, 20.8, 0
NA, 11, 23.4, 0
NA, 12.4, 18.2, 0
NA, 8.9, 18.2, 0
NA, 8.9, 17.9, 0
NA, 12.2, 22.9, 0
NA, 13, 20.8, 0
NA, 13.3, 25.3, 0
NA, 14.5, 28, 0
NA, 14.9, 20.1, 0
NA, 14.3, 22.2, 0
NA, 14.1, 23.1, 0
NA, 10.8, 21.2, 0
NA, 9.4, 19.2, 0
NA, 11.1, 17.4, 0
NA, 11.9, 20, 2.2
NA, 13.4, 20, 0
NA, 12.1, 20.1, 0
NA, 12.7, 19.5, 0
NA, 12.3, 20.1, 0
NA, 13, 19.6, 0
NA, 15.1, 17.9, 0.2
NA, NA, NA, 7.6
NA, 9.6, 17.8, 6.4
NA, 8.6, 17.7, 0.8
NA, 7.3, 17.9, 0
NA, 7.1, 18.3, 0
NA, 8.5, 15.4, 0
NA, 9.1, 17.7, 0
NA, 9.9, 20.1, 0
NA, 8.7, 17.2, 0
NA, 8.4, 18.4, 0
NA, 8.7, 19.2, 0
NA, 10.2, 19.7, 0
NA, 9.5, 17.4, 0
NA, 8.3, 17.2, 0
NA, 7.3, 16.2, 0
NA, 8.7, 20.7, 0
NA, 12.4, 18.5, 0
NA, 10.4, 18.9, 0
NA, 10.3, 18.9, 0
NA, 8.1, 14.9, 1.2
NA, 9.1, 14.9, 37
NA, 8, 15.7, 14.6
NA, 9.2, 15.2, 5
NA, 9.1, 14.1, 34
NA, 7.9, 16.2, 4.8
NA, 8.8, 18.4, 1
NA, 8.9, 22.8, 0.2
NA, 9.4, 22.1, 0
NA, 10.8, 22.2, 0
NA, 8.2, 21.5, 0
NA, 9, 19.4, 0
NA, 10.3, 19.4, 2
NA, 9.5, 17, 0
NA, 10.9, 19.6, 2
NA, 11.7, 15.5, 2
NA, 9.6, 17.1, 1
NA, 7.1, 18, 0
NA, 7, 18.1, 0
NA, 8.4, 17.8, 0
NA, 7.8, 15.4, 1.8
NA, 5.7, 17.4, 0
NA, 7, 17.6, 0
NA, 7.6, 18.7, 0
NA, 6.6, 18.1, 0
NA, 8.3, 15.3, 0
NA, 6, 13.1, 5
NA, 6.4, 14.9, 19.6
NA, 5.9, 18.7, 1.4
NA, 6.6, 17.2, 0
NA, 6.5, 17.2, 0
NA, 7.1, 19.1, 0
NA, 8.1, 20.2, 0
NA, 10.6, 20.6, 0
NA, 9.3, 14, 0.2
NA, 9.1, 16.8, 0
NA, 9.2, 17.7, 0
NA, 6.5, 17.4, 0
NA, 6.6, 16.4, 0
NA, 5.6, 16.8, 0
NA, 6.6, 20.5, 0
NA, 10.5, 19.6, 0
NA, 6.5, 15.1, 0
NA, 5.1, 15.4, 0
NA, 6.7, 16.4, 0
NA, 7.1, 19.5, 0
NA, 10, 22.8, 0
NA, 15.1, 22.7, 0
NA, 8.4, 18, 0
NA, 6.6, 17.8, 0
NA, 6, 17.1, 0
NA, 7.3, 18.5, 0
NA, 8.9, 15.2, 6.6
NA, 7.4, 16.9, 3
NA, 7.5, 15.6, 0
NA, 9.7, 18.8, 12.6
NA, 8.5, 19.5, 0
NA, 12.5, 22.9, 0
NA, 8.1, 18.3, 0
NA, 8.2, 20.2, 0
NA, 10, 20.1, 0
NA, 10.6, 19.9, 0.2
NA, 10.8, 25, 0
NA, 13.2, 21.2, 0
NA, 14.3, 18, 0.8
NA, 12.4, 18.2, 0
NA, 9.6, 24.7, 0
NA, 9.9, 19.8, 0
NA, 11.4, 25.5, 0
NA, 13.1, 26, 0
NA, 13.2, 24.7, 0
NA, 13.5, 22, 1.6
NA, 11, 17.1, 0
NA, 8.3, 17.5, 0
NA, 12.3, 16.1, 0
NA, 8.5, 17.7, 19.4
NA, 9.4, 21.5, 0
NA, 10.7, 28, 0
NA, 15.8, 26.8, 0
NA, 10.7, 21.4, 2.8
NA, 10.7, 20.8, 0
NA, 9.7, 24.6, 0
NA, 9.1, 19.5, 0
NA, 10.5, 25.1, 0
NA, 13.3, 17.6, 0
NA, 8.7, 19.2, 0
NA, 10, 15.1, 0
NA, 6.6, 22.7, 0.4
NA, 13.1, 28.1, 0
NA, 10.9, 24.8, 0
NA, 10.6, 18.5, 0
NA, 8.6, 20.2, 0
NA, 10.1, 15.7, 0
NA, 9.2, 21.3, 0
NA, 13.6, 25.7, 0
NA, 12.5, 23.4, 0
NA, 11.5, 19.9, 0
NA, 14.5, 24.6, 0
NA, 13.2, 24.6, 2
NA, 12.1, 28.5, 0
NA, 13.3, 21.9, 0
NA, 11.7, 26.3, 0
NA, 17.2, 25.9, 0
NA, 11.5, 18.7, 0
NA, 8.9, 20.1, 0
NA, 10.4, 23.3, 0
NA, 14, 25.6, 0
NA, 14.2, 17.4, 0
NA, 12.2, 21.5, 0
NA, 11.5, 19.9, 0
NA, 11.1, 22.2, 0
NA, 11.6, 22.5, 0
NA, 13.1, 29.8, 0
NA, 16.2, 21, 0
NA, 15.5, 17.5, 9.2
NA, 15.3, 21.2, 16.4
NA, 11.3, 17.1, 12
NA, 11.1, 19.4, 3.2
NA, 11.2, 20.2, 0.8
NA, 11.6, 21.2, 0
NA, 13, 22.8, 0
NA, 14.6, 26.5, 0
NA, 16.7, 23.8, 0
NA, 17.8, 25, 0.8
NA, 14.6, 19.5, 1.2
NA, 12.2, 23.5, 0
NA, 14.8, 21.2, 4.4
NA, 14.8, 25.9, 0
NA, 11.5, 20.1, 4.8
NA, 10.6, 25.1, 2.6
NA, 15, 22.2, 0
NA, 15, 21.1, 3.4
NA, 17.1, 24.6, 0
NA, 16.8, 21.6, 0
NA, 12, 24.5, 0
NA, 14.4, 23.5, 0
NA, 15.2, 22.7, 0
NA, 15.6, 27.1, 0
NA, 17.1, 23.5, 0
NA, 16.3, 21.8, 0
NA, 17.4, 27.3, 1.6
NA, 17.5, 26, 0.4
NA, 16, 19.1, 0
NA, 15.7, 22.8, 0.8
NA, 16.4, 23.1, 0
NA, 18.5, 23.3, 0
NA, 19.8, 35.6, 0
NA, 17.9, 24.8, 3.8
NA, 14.8, 22.6, 0
NA, 17, 23.1, 0
NA, 16.5, 24.4, 0
NA, 19.5, 23.2, 0.8
NA, 19.2, 28.2, 6.4
NA, 21.2, 32.2, 0
NA, 17.9, 24.2, 0
NA, 16.1, 26.4, 28.8
NA, 18.2, 27.1, 3.2
NA, 16.2, 20.4, 0
NA, 14.7, 21.3, 0
NA, 16.7, 22.1, 0
NA, 14.3, 22.9, 0
NA, 16.1, 24.7, 0
NA, 17.4, 24.6, 0
NA, 18.2, 28.1, 0
NA, 17.5, 21.8, 0
NA, 13.5, 18.4, 29.8
NA, 11.8, 21.5, 14
NA, 13, 22.2, 0
NA, 16.1, 24.9, 0
NA, 19.8, 27.4, 0
NA, 19.1, 23.7, 0
NA, 18, 21.4, 0
NA, 18.3, 24.9, 0
NA, 20.1, 29.5, 0
NA, 20.7, 28.3, 0
NA, 21.9, 28.2, 0
NA, 21.1, 29.7, 0
NA, 21.4, 40.9, 0
NA, 20.9, 23.4, 0
NA, 20.7, 26.1, 6.8
NA, 19.3, 20.5, 2.8
NA, 17.7, 19.7, 7.8
NA, 17, 24.4, 19
NA, 16.8, 31, 0.6
NA, 20.6, 27, 0
NA, 20.5, 22.9, 0
NA, 18.2, 24.8, 0
NA, 18.4, 25.7, 0
NA, 19.6, 27.7, 0
NA, 18.5, 20.2, 4.8
NA, 15.9, 22.4, 15.4
NA, 18.3, 25.3, 11.6
NA, 21.3, 26, 0
NA, 20.7, 33.5, 1.2
NA, 19.6, 22.2, 17.6
NA, 18, 22.5, 0.6
NA, 16, 23.7, 0
NA, 16.8, 24.6, 0
NA, 19.1, 24, 1.2
NA, 17.9, 26.1, 0
NA, 19.2, 25.8, 0
NA, 17.7, 25.7, 0
NA, 19.8, 26.2, 0
NA, 20.4, 26.4, 0
NA, 21.7, 26.9, 0
NA, 22.4, 24, 0.6
NA, 20.8, 23.9, 5
NA, 20.9, 24.5, 7.2
NA, 19.5, 21.7, 15.2
NA, 16.4, 22.5, 0.2
NA, 16.4, 23.1, 0
NA, 15.1, 24.4, 0
NA, 17.2, 25.2, 0
NA, 18.7, 25.6, 0.2
NA, 18.2, 24, 0
NA, 20.4, 23.1, 0
NA, 17.9, 27.8, 11.6
NA, 19.6, 27, 3
NA, 21.2, 23.2, 0
NA, 18.6, 22.3, 0
NA, 15.2, 24.9, 0
NA, 18.8, 36.5, 0
NA, 19.8, 24.2, 0
NA, 21, 27.8, 0
NA, 18.8, 24.2, 1.8
NA, 17.8, 22.9, 2.2
NA, 16.4, 25, 0
NA, 17, 25.4, 0
NA, 20, 25.7, 0
NA, 17.4, 24.8, 10.6
NA, 18.8, 25.6, 4.6
NA, 19.7, 25.9, 0
NA, 19.7, 25.7, 0.8
NA, 20.1, 25.3, 1
NA, 19.3, 22.3, 7
NA, 19.6, 21.1, 17.2
NA, 17.5, 23.1, 3.2
NA, 17.5, 22.5, 0
NA, 18.9, 24, 0.2
NA, 17.2, 24.1, 0.6
NA, 16.8, 26.8, 0
NA, 18.5, 25, 1.8
NA, 17.6, 24.5, 0
NA, 16, 25.5, 0
NA, 17.9, 26.1, 0
NA, 18.6, 27.1, 0
NA, 20.5, 25.7, 0
NA, 18.7, 23.5, 7.4
NA, 16.7, 23.1, 13.4
NA, 18.6, 25.2, 38
NA, 19.1, 22.1, 2.2
NA, 18.1, 24, 51.8
NA, 20.8, 25.1, 13.4
NA, 21, 25.2, 6.2
NA, 20.4, 27.9, 18.6
NA, 21.6, 24.3, 0.2
NA, 18.6, 21.6, 1.8
NA, 16.1, 23.2, 8.6
NA, 14.3, 30.1, 0.2
NA, 17, 22.6, 0
NA, 13.6, 25.4, 0
NA, 16.3, 24.7, 0
NA, 15.8, 22.2, 15.2
NA, 14.2, 28.5, 0
NA, 18.6, 31.7, 0
NA, 19.3, 25.9, 5
NA, 15.4, 25, 2.8
NA, 15.2, 26.4, 0
NA, 16.6, 30.7, 0
NA, 17.5, 26, 0
NA, 17.5, 29, 0
NA, 17.6, 20.8, 0
NA, 16.8, 23.5, 0
NA, 16.5, 24.9, 0
NA, 16.7, 21.2, 2.4
NA, 16.6, 23.4, 0.2
NA, 15, 25, 0
NA, 14.9, 25.4, 0
NA, 13.9, 21.3, 0
NA, 12.4, 24.8, 0
NA, 13, 21, 0
NA, 12.8, 22.2, 0
NA, 14.2, 26.3, 0
NA, 13.1, 21.7, 0
NA, 12.3, 20.8, 0
NA, 10.2, 19, 0
NA, 12.2, 22, 0
NA, 14, 19.6, 0
NA, 12.6, 21.4, 0
NA, 15.5, 19.7, 0
NA, 15.6, 21.8, 0
NA, 15.7, 19.7, 0.2
NA, 15.2, 19.4, 7
NA, 15.8, 22.3, 21.6
NA, 14.3, 22.7, 0
NA, 12.1, 24.1, 0
NA, 13.8, 24.1, 0
NA, 15.5, 21.7, 0
NA, 12.9, 21, 0
NA, 12.9, 21.1, 0
NA, 13.7, 22, 0
NA, 14.6, 26.1, 0
NA, 14, 20.3, 0
NA, 12, 21.5, 0
NA, 14.8, 21.8, 0
NA, 14.5, 22.1, 0
NA, 14.2, 23.2, 0
NA, 14.2, 24.4, 0
NA, 17.3, 22.9, 0
NA, 18.1, 21.5, 1.2
NA, 17.9, 20, 4.2
NA, 14.3, 21.3, 2.2
NA, 10.8, 15, 0.6
NA, 11.3, 17.4, 47
NA, 12, 20.4, 30
NA, 13.4, 19.7, 3.6
NA, 13.6, 19.1, 0
NA, 14.6, 20.8, 9.4
NA, 15.3, 24.6, 0
NA, 14.8, 26.4, 0
NA, 17.5, 25.2, 0
NA, 16.5, 23.6, 23.2
NA, 11.8, 21.7, 0
NA, 11.2, 18.9, 0
NA, 12.9, 18.4, 16.6
NA, 14.3, 19.6, 19.8
NA, 14.3, 20.8, 10.4
NA, 13.2, 19.2, 0
NA, 11.5, 18.5, 0
NA, 13.3, 19.8, 6
NA, 13, 18.9, 2.2
NA, 12.5, 19.4, 2.6
NA, 14.4, 22.1, 0
NA, 13.1, 19.9, 3.6
NA, 10.7, 16.4, 0
NA, 9.2, 19, 0
NA, 11, 18.2, 1.4
NA, 10.2, 18.3, 0
NA, 11.2, 18.7, 0
NA, 11.5, 18.8, 0
NA, 11.3, 18, 4
NA, 10.3, 15.2, 0.6
NA, 10.7, 15.6, 19.6
NA, 10.7, 17.8, 4.6
NA, 9, 19, 0.2
NA, 9.5, 21.5, 0
NA, 10.8, 23.1, 0
NA, 13.4, 24.2, 0
NA, 17, 20.8, 0
NA, 13, 19, 7
NA, 11.3, 18, 0
NA, 9.6, 17.8, 0
NA, 9.7, 15, 0
NA, 10.4, 15.9, 0
NA, 9.8, 15.5, 47.6
NA, 8.4, 13.2, 7
NA, 5.6, 14.1, 0.2
NA, 7.5, 16.7, 0
NA, 8.3, 17.9, 0
NA, 7.2, 10.4, 0
NA, 7, 12.4, 27
NA, 8.2, 15.8, 4
NA, 7.2, 17.2, 0.6
NA, 7.1, 18.2, 0
NA, 7.2, 19.9, 0
NA, 8.5, 20, 0
NA, 13.5, 19.2, 0.2
NA, 9.6, 17.3, 0
NA, 7.6, 17.3, 0
NA, 10.3, 15.8, 0
NA, 8, 17.2, 0
NA, 7.9, 18.2, 0
NA, 9.1, 15.7, 0
NA, 4.8, 14.5, 0
NA, 5.7, 12.3, 0
NA, 6.4, 14.8, 4.2
NA, 5.1, 16.2, 0.2
NA, 5.4, 14.7, 0
NA, 5.4, 17.3, 0
NA, 6.6, 18.2, 0
NA, 11, 18.1, 0
NA, 10.4, 17.7, 0
NA, 12.6, 17.5, 0.6
NA, 10.1, 17.8, 0
NA, 8.7, 19.2, 0
NA, 9.2, 18.5, 0.4
NA, 12.2, 18, 0
NA, 10.3, 15.9, 0
NA, 6.1, 15.8, 0
NA, 4.3, 16.7, 0
NA, 6.5, 22, 0
NA, 10.5, 17.3, 0
NA, 8.1, 16.8, 0
NA, 6.4, 15.6, 0
NA, 5.2, 16.4, 0
NA, 6.8, 17.8, 0
NA, 8.3, 16.7, 0
NA, 7.4, 16.8, 0
NA, 6.6, 12.1, 0
NA, 4.8, 19.1, 0
NA, 6.5, 17.9, 0
NA, 5.9, 19.1, 0
NA, 7.7, 15.7, 0
NA, 7.1, 18.2, 0
NA, 8.3, 17.4, 0
NA, 7.1, 14.7, 0
NA, 7.1, 17.2, 0
NA, 5.9, 15.2, 0
NA, 5.4, 15.2, 0
NA, 6.6, 14.7, 0
NA, 5.9, 18.3, 0
NA, 6.8, 18.3, 0
NA, 7.7, 18.8, 0
NA, 7.4, 19.2, 0
NA, 7.8, 18.8, 0
NA, 8.6, 23.6, 0
NA, 12, 26.6, 0
NA, 13.8, 25.4, 0
NA, 12.6, 24.7, 0
NA, 11.1, 24.7, 0
NA, 14.6, 27.1, 0
NA, 15.5, 22.7, 0
NA, 11.5, 28.7, 0
NA, 13.3, 19.7, 0
NA, 14, 24.2, 0
NA, 18.8, 31.3, 0
NA, 19.5, 26.1, 0
NA, 13.4, 18.1, 0
NA, 9.9, 20.8, 0
NA, 11.7, 28.2, 0
NA, 14.4, 29.8, 0
NA, 14.4, 20.5, 0
NA, 13.8, 15.2, 0
NA, 12, 20.2, 37.8
NA, 10.3, 23.3, 0
NA, 13.4, 14.8, 0.4
NA, 5.2, 15.1, 5.2
NA, 5.9, 16.1, 0
NA, 6.6, 16.2, 0
NA, 11.3, 18.4, 0.4
NA, 9.5, 19.8, 0
NA, 12.5, 19.5, 0
NA, 11, 18.8, 0
NA, 10.3, 20, 0
NA, 11.6, 24.1, 0
NA, 15.1, 20, 0
NA, 14.1, 15.9, 6.6
NA, 14.4, 15.5, 11.2
NA, 11.2, 20.6, 9.4
NA, 12.7, 24, 0.4
NA, 18.1, 25, 0.6
NA, 12.8, 24, 7.8
NA, 11.7, 21.9, 0
NA, 11.3, 25.6, 0
NA, 15, 20.6, 0
NA, 11.1, 16.8, 73.6
NA, 10.4, 15.7, 71
NA, 10.4, 16.8, 1.8
NA, 8.4, 18.3, 0
NA, 11.6, 18, 0
NA, 11.1, 18.4, 0
NA, 14.2, 21.5, 0
NA, 16.1, 24.3, 0.4
NA, 15.3, 19.9, 1.6
NA, 12.2, 18.6, 4.4
NA, 10.5, 21, 0
NA, 16.4, 26.6, 0
NA, 13.9, 25.3, 0
NA, 15.3, 18.3, 0
NA, 11.7, 18.8, 1.8
NA, 10.8, 23.6, 0
NA, 14.3, 30.9, 0
NA, 15.9, 22.6, 0
NA, 16.5, 28.6, 0.4
NA, 14, 19.6, 0
NA, 11.8, 19.4, 1.2
NA, 11.4, 21.1, 0
NA, 12.3, 26.1, 0
NA, 18.6, 24.6, 0
NA, 14.1, 26.7, 0
NA, 18.4, 20.3, 0
NA, 12.2, 19.6, 10
NA, 13.2, 19.5, 8.4
NA, 12.6, 22.4, 9.4
NA, 14.5, 18.5, 0.2
NA, 13.1, 19.4, 0
NA, 15.1, 19.2, 0
NA, 14.6, 21.5, 0
NA, 14.8, 21.4, 0
NA, 16.2, 23, 8.8
NA, 14.8, 19.7, 0
NA, 13.2, 18, 0.2
NA, 11.6, 20.2, 1
NA, 15.2, 29.4, 0
NA, 19.8, 25.4, 0
NA, 18.2, 22.6, 0.6
NA, 16.3, 24.2, 1
NA, 14.2, 24.4, 16.4
NA, 16.9, 24.9, 0
NA, 15.3, 27.5, 0
NA, 16.2, 25, 0
NA, 19.2, 34, 0
NA, 17.6, 24.6, 0
NA, 15.3, 17.8, 54.4
NA, 11.6, 20.7, 0.2
NA, 15.4, 21.7, 0
NA, 16.5, 26.6, 0.2
NA, 18.1, 21.1, 0
NA, 18.2, 22, 0
NA, 17.8, 29.3, 0
NA, NA, NA, 10.8
NA, 14.4, 17.5, 40
NA, 13.9, 19, 10.6
NA, 15, 17.9, 17.8
NA, 15, 16.7, 15.4
NA, 12.8, 21.5, 0
NA, 15.2, 21.1, 4
NA, 16.1, 25.3, 0.2
NA, 17.2, 36.5, 0
NA, 18, 29.1, 0
NA, 22.3, 31.5, 4.8
NA, 19.7, 25.2, 3
NA, 17.6, 22.6, 5.4
NA, 16.5, 22.4, 23.2
NA, 15, 24, 0
NA, 17.3, 29.8, 0
NA, 18.1, 22, 3
NA, 17, 25, 21.4
NA, 15, 22.9, 0
NA, 17.7, 24.2, 0
NA, 18.3, 24, 0
NA, 19.2, 28, 1.4
NA, 15.4, 23, 21.4
NA, 13.4, 18.5, 0
NA, 11.1, 21, 0
NA, 15, 23.1, 0
NA, 18, 24, 0
NA, 18, 26.8, 0
NA, 16.2, 23.2, 0.8
NA, 17.6, 34.2, 6.4
NA, 18.4, 23.7, 0
NA, 16.6, 22.9, 0
NA, 15.6, 21.4, 0.6
NA, 14.6, 20.3, 0
NA, 15.8, 19, 0
NA, 13.3, 20.7, 0.6
NA, 14.5, 21.8, 0
NA, 12.8, 23.6, 0
NA, 18, 24.2, 7.4
NA, 17.5, 23.8, 9.4
NA, 18.8, 24.5, 0
NA, 20.6, 23.6, 0
NA, 21.3, 26.9, 0.8
NA, 21.5, 26.1, 0
NA, 22.9, 27.8, 0.8
NA, 17.7, 19.7, 35.6
NA, 17.4, 20.8, 0.8
NA, 18.3, 23.6, 7.6
NA, 18.8, 20.4, 31.2
NA, 18.5, 24.9, 30.4
NA, 19.4, 26.3, 1
NA, 19.9, 25.3, 0
NA, 18.7, 24.2, 0
NA, 19.5, 25, 0.6
NA, 18.4, 26.3, 0.6
NA, 18.5, 24.1, 0
NA, 20.3, 25.2, 0
NA, 20.6, 26.8, 0
NA, 20.1, 23.7, 0.2
NA, 19.4, 23.1, 1.8
NA, 20.7, 28.2, 0
NA, 21.8, 26.8, 0
NA, 19, 30.1, 9
NA, 19.3, 21.7, 5
NA, 18.4, 23.1, 4.2
NA, 19.6, 24.6, 0.2
NA, 19, 25.5, 20.8
NA, 20.2, 33.6, 0
NA, 18.1, 25.3, 0
NA, 18.3, 28.9, 0
NA, 20.5, 26.8, 0
NA, 19.4, 27.8, 0
NA, 19.2, 22.4, 0.2
NA, 20.5, 28.2, 0
NA, 21.7, 29.8, 0.4
NA, 17.8, 29.6, 0
NA, 18, 26, 0
NA, 18.9, 26, 11
NA, 20.6, 28, 0
NA, 20.8, 26.5, 2.2
NA, 20.7, 27.2, 0.8
NA, 21.6, 25.3, 0
NA, 16, 24.4, 9.8
NA, 15.4, 22.1, 0
NA, 15, 23.7, 0.4
NA, 15.9, 22.1, 0.2
NA, 12.7, 20.1, 0
NA, 15, 22.4, 4.8
NA, 16.6, 23.5, 2
NA, 17.3, 22.8, 1.6
NA, 15.6, 25.8, 1.2
NA, 16.8, 26.6, 0
NA, 19.4, 25, 0
NA, 19.7, 24.2, 0
NA, 18.6, 24.4, 4.2
NA, 18.7, 24.3, 0.4
NA, 18.7, 24.9, 0
NA, 19.3, 24.9, 0
NA, 19.8, 24.5, 0.4
NA, 16.7, 25.2, 0
NA, 18.2, 29.4, 0
NA, 20.8, 30, 1.2
NA, 19.2, 21.1, 14.2
NA, 16.6, 25, 1.4
NA, 17.1, 23.8, 0
NA, 19.2, 24.5, 0.2
NA, 19.6, 22.4, 10.6
NA, 20.4, 24.4, 1.6
NA, 17.8, 25, 0
NA, 17.9, 25.3, 0
NA, 17.2, 19.4, 0.8
